playlist_genre/-/track_artist/-/track_album_name/-/track_name/-/track_album_release_date/-/playlist_subgenre
pop/-/Lady Gaga, Bruno Mars/-/Die With A Smile/-/Die With A Smile/-/2024/-/mainstream
pop/-/Billie Eilish/-/HIT ME HARD AND SOFT/-/BIRDS OF A FEATHER/-/2024/-/mainstream
pop/-/Gracie Abrams/-/The Secret of Us (Deluxe)/-/That’s So True/-/2024/-/mainstream
pop/-/Sabrina Carpenter/-/Short n' Sweet/-/Taste/-/2024/-/mainstream
pop/-/ROSÉ, Bruno Mars/-/APT./-/APT./-/2024/-/mainstream
pop/-/Chappell Roan/-/Good Luck, Babe!/-/Good Luck, Babe!/-/2024/-/mainstream
pop/-/Addison Rae/-/Diet Pepsi/-/Diet Pepsi/-/2024/-/mainstream
pop/-/Billie Eilish/-/HIT ME HARD AND SOFT/-/WILDFLOWER/-/2024/-/mainstream
pop/-/Gigi Perez/-/Sailor Song/-/Sailor Song/-/2024/-/mainstream
pop/-/The Weeknd, Playboi Carti/-/Timeless/-/Timeless (with Playboi Carti)/-/2024/-/mainstream
pop/-/Charli xcx, Billie Eilish/-/Guess featuring Billie Eilish/-/Guess featuring billie eilish/-/2024/-/mainstream
pop/-/Sabrina Carpenter/-/Please Please Please/-/Please Please Please/-/2024/-/mainstream
pop/-/Tate McRae/-/2 hands/-/2 hands/-/2024/-/mainstream
pop/-/Shaboozey/-/A Bar Song (Tipsy)/-/A Bar Song (Tipsy)/-/2024/-/mainstream
pop/-/Chappell Roan/-/The Rise and Fall of a Midwest Princess/-/HOT TO GO!/-/2023/-/mainstream
pop/-/Lady Gaga/-/Disease/-/Disease/-/2024/-/mainstream
pop/-/LISA/-/Moonlit Floor (Kiss Me)/-/Moonlit Floor (Kiss Me)/-/2024/-/mainstream
pop/-/Morgan Wallen/-/Love Somebody/-/Love Somebody/-/2024/-/mainstream
pop/-/Gracie Abrams/-/The Secret of Us/-/I Love You, I'm Sorry/-/2024/-/mainstream
pop/-/Adam Port, Stryv, Keinemusik, Orso, Malachiii/-/Move/-/Move/-/2024/-/mainstream
pop/-/Tyler, The Creator, GloRilla, Sexyy Red, Lil Wayne/-/CHROMAKOPIA/-/Sticky (feat. GloRilla, Sexyy Red & Lil Wayne)/-/2024/-/mainstream
pop/-/Sabrina Carpenter/-/Espresso/-/Espresso/-/2024/-/mainstream
pop/-/JENNIE/-/Mantra/-/Mantra/-/2024/-/mainstream
pop/-/Rauw Alejandro, Bad Bunny/-/Cosa Nuestra/-/Qué Pasaría.../-/2024/-/mainstream
pop/-/Don Toliver/-/HARDSTONE PSYCHO/-/NEW DROP/-/2024/-/mainstream
pop/-/Post Malone, Morgan Wallen/-/I Had Some Help/-/I Had Some Help (Feat. Morgan Wallen)/-/2024/-/mainstream
pop/-/Hozier/-/Unheard/-/Too Sweet/-/2024/-/mainstream
pop/-/The Marías/-/Submarine/-/No One Noticed/-/2024/-/mainstream
pop/-/Oscar Maydon, Fuerza Regida/-/Tu Boda/-/Tu Boda/-/2024/-/mainstream
pop/-/Myles Smith/-/Stargazing/-/Stargazing/-/2024/-/mainstream
pop/-/GloRilla, Sexyy Red/-/WHATCHU KNO ABOUT ME (with Sexyy Red)/-/WHATCHU KNO ABOUT ME (with Sexyy Red)/-/2024/-/mainstream
pop/-/Ariana Grande/-/eternal sunshine/-/we can't be friends (wait for your love)/-/2024/-/mainstream
pop/-/Benson Boone/-/Beautiful Things/-/Beautiful Things/-/2024/-/mainstream
pop/-/Myke Towers, benny blanco/-/LA PANTERA NEGRA (DELUXE)/-/DEGENERE 👑 (feat. benny blanco)/-/2024/-/mainstream
pop/-/KATSEYE/-/Touch/-/Touch/-/2024/-/mainstream
pop/-/Teddy Swims/-/I've Tried Everything But Therapy (Part 1)/-/Lose Control/-/2023/-/mainstream
pop/-/Mark Ambor/-/Belong Together/-/Belong Together/-/2024/-/mainstream
pop/-/KAROL G/-/Si Antes Te Hubiera Conocido/-/Si Antes Te Hubiera Conocido/-/2024/-/mainstream
pop/-/Djo/-/DECIDE/-/End of Beginning/-/2022/-/mainstream
pop/-/Taylor Swift, Post Malone/-/THE TORTURED POETS DEPARTMENT/-/Fortnight (feat. Post Malone)/-/2024/-/mainstream
pop/-/Omar Courtz, De La Rose/-/PRIMERA MUSA/-/Q U E V A S H A C E R H O Y ?/-/2024/-/mainstream
pop/-/Kendrick Lamar/-/Not Like Us/-/Not Like Us/-/2024/-/mainstream
pop/-/Jin/-/Happy/-/Running Wild/-/2024/-/mainstream
